,Unnamed: 0,№ брони,Номеров,Стоимость,Внесена предоплата,Способ оплаты,Дата бронирования,Заезд,Ночей,Выезд,Источник,Категория номера,Гостей,Гостиница,Разница до заезда (дни),Продолжительность пребывания (дни)
3894,3894,20230807-7492-214119343,1,64800.0,21600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-07-26 18:36:28,2023-08-07 15:00:00,3,2023-08-10 12:00:00,Официальный сайт,Номер «Студия»,2,2,11,2
3895,3895,20230508-6634-197799216,1,53300.0,53300,Банк. карта: Банк Россия (банк. карта),2023-05-07 15:56:30,2023-05-08 15:00:00,1,2023-05-09 12:00:00,Официальный сайт,Коттедж с 3 спальнями,6,1,0,0
3896,3896,20230626-7492-201787858,1,86400.0,86400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-05-29 23:12:51,2023-06-26 15:00:00,4,2023-06-30 12:00:00,Официальный сайт,Номер «Студия»,2,2,27,3
3897,3897,20230203-7491-177680250,1,18800.0,9400,Банк. карта: Банк Россия (банк. карта),2023-01-04 20:18:44,2023-02-03 15:00:00,2,2023-02-05 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,29,1
3898,3898,20220122-6634-121703775,1,15900.0,15900,Банк. карта: Банк Россия (банк. карта),2022-01-20 09:41:20,2022-01-22 15:00:00,1,2022-01-23 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,2,0
3899,3899,20231010-7492-229635671,1,5300.0,5300,Банк. карта: Банк Россия (банк. карта),2023-10-09 19:16:00,2023-10-10 15:00:00,1,2023-10-11 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,0,0
3900,3900,20230429-7492-192597153,1,24600.0,13100,Банк. карта: Банк Россия (банк. карта),2023-04-08 12:55:08,2023-04-29 15:00:00,2,2023-05-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,21,1
3901,3901,20220512-7492-132050067,1,16250.0,16250,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-05 13:03:52,2022-05-12 15:00:00,2,2022-05-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,37,1
3902,3902,20230912-16563-221352434,1,17600.0,1,Внешняя система оплаты (С предоплатой),2023-08-28 19:38:16,2023-09-12 15:00:00,1,2023-09-13 12:00:00,Яндекс.Путешествия,Номер «Студия»,2,4,14,0
3903,3903,20220227-6634-122556222,1,8300.0,8300,Отложенная электронная оплата: Банк Россия (банк. карта),2022-01-26 23:53:09,2022-02-27 15:00:00,1,2022-02-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,31,0
3904,3904,20230709-7492-208364363,1,26600.0,13300,Отложенная электронная оплата: Банк Россия (банк. карта),2023-07-01 14:42:42,2023-07-09 15:00:00,2,2023-07-11 12:00:00,Бронирование из экстранета,Номер «Стандарт»,1,2,8,1
3905,3905,20220908-7491-158917119,1,25700.0,12000,Банк. карта: Банк Россия (банк. карта),2022-08-29 21:24:02,2022-09-08 15:00:00,2,2022-09-10 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,9,1
3906,3906,20230128-6634-180624269,1,11520.0,0,Внешняя система оплаты (С предоплатой),2023-01-25 14:11:48,2023-01-28 15:00:00,1,2023-01-29 12:00:00,ostrovok.ru,Номер «Стандарт»,2,1,3,0
3907,3907,20221105-7492-169515779,1,13900.0,13900,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2022-11-04 13:56:48,2022-11-05 15:00:00,1,2022-11-06 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,1,0
3908,3908,20221202-7492-173277120,2,46600.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-11-29 23:50:26,2022-12-02 15:00:00,3,2022-12-05 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,2,2,2
3909,3909,20230312-7492-187641601,1,7900.0,0,Внешняя система оплаты (С предоплатой),2023-03-10 22:57:49,2023-03-12 15:00:00,1,2023-03-13 12:00:00,ostrovok.ru,Номер «Стандарт»,2,2,1,0
3910,3910,20231013-7492-225073631,1,24200.0,24200,Банк. карта: Банк Россия (банк. карта),2023-09-16 14:41:47,2023-10-13 15:00:00,1,2023-10-14 12:00:00,Официальный сайт,Номер «Студия»,4,2,27,0
3911,3911,20230927-7491-225027513,1,39900.0,10300,Банк. карта: Банк Россия (банк. карта),2023-09-16 10:39:04,2023-09-29 15:00:00,3,2023-10-02 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,13,2
3912,3912,20220813-7492-149012437,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-07-11 20:53:04,2022-08-13 15:00:00,1,2022-08-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,32,0
3913,3913,20220721-7491-133111761,1,37700.0,13100,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-10 12:52:59,2022-07-21 15:00:00,3,2022-07-24 12:00:00,Бронирование из экстранета,Номер «Стандарт»,4,3,102,2
3914,3914,20230721-7491-204668642,1,108600.0,18100,Банк. карта: Банк Россия (банк. карта),2023-06-13 18:07:58,2023-07-21 15:00:00,6,2023-07-27 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,37,5
3915,3915,20220122-6634-121909130,1,77200.0,77200,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-01-21 15:50:40,2022-01-22 15:00:00,2,2022-01-24 12:00:00,Официальный сайт,Коттедж с 2 спальнями,4,1,0,1
3916,3916,20220619-7492-141012952,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-05-30 21:53:20,2022-06-19 15:00:00,1,2022-06-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,19,0
3917,3917,20220501-7492-134245086,1,27000.0,27000,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-15 21:34:38,2022-05-01 15:00:00,2,2022-05-03 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,15,1
3918,3918,20220821-7492-156298593,1,13900.0,13900,Банк. карта: Банк Россия (банк. карта),2022-08-16 15:47:18,2022-08-21 15:00:00,1,2022-08-22 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,4,0
3919,3919,20220529-7492-128487625,1,19650.0,19650,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-15 20:50:44,2022-05-29 15:00:00,3,2022-06-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,74,2
3920,3920,20230106-7491-175555223,1,38600.0,38600,Отложенная электронная оплата: Банк Россия (банк. карта),2022-12-17 10:20:04,2023-01-06 15:00:00,2,2023-01-08 12:00:00,Бронирование из экстранета,Номер «Стандарт»,3,3,20,1
3921,3921,20220901-7492-125713412,1,24040.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-02-21 13:13:50,2022-09-01 15:00:00,3,2022-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,192,2
3922,3922,20221217-6634-175069442,1,17000.0,17000,Банк. карта: Банк Россия (банк. карта),2022-12-13 15:45:16,2022-12-17 15:00:00,1,2022-12-18 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,3,0
3923,3923,20221214-7491-173615345,1,14630.0,7125,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2022-12-02 11:51:10,2022-12-14 15:00:00,2,2022-12-16 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,12,1
3924,3924,20220530-7491-140571785,1,12000.0,12000,Банк. карта: Банк Россия (банк. карта),2022-05-27 22:32:29,2022-05-30 15:00:00,1,2022-05-31 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,2,0
3925,3925,20220926-7491-163787729,1,48000.0,12000,Банк. карта: Банк Россия (банк. карта),2022-09-26 11:40:29,2022-09-26 15:00:00,4,2022-09-30 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,0,3
3926,3926,20231021-7492-231937955,1,33350.0,33350,Банк. карта: Банк Россия (банк. карта),2023-10-21 17:17:12,2023-10-21 15:00:00,2,2023-10-23 12:00:00,Официальный сайт,Номер «Студия»,2,2,-1,1
3927,3927,20230406-16563-188575859,1,16800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-03-16 13:54:06,2023-04-06 15:00:00,1,2023-04-07 12:00:00,Официальный сайт,Номер «Студия»,3,4,21,0
3928,3928,20230527-6634-198099605,1,11900.0,11900,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-10 00:03:55,2023-05-27 15:00:00,1,2023-05-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,17,0
3929,3929,20221104-7491-161285445,1,18240.0,9120,Банк. карта: Банк Россия (банк. карта),2022-09-10 16:57:38,2022-11-04 15:00:00,2,2022-11-06 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,54,1
3930,3930,20220506-7491-136704411,1,13300.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-05-02 17:33:54,2022-05-06 15:00:00,1,2022-05-07 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,3,0
3931,3931,20230615-7492-199257784,1,14800.0,14800,Банк. карта: Банк Россия (банк. карта),2023-05-16 12:32:15,2023-06-15 15:00:00,1,2023-06-16 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,30,0
3932,3932,20230918-7492-225426721,1,18800.0,18800,Банк. карта: Банк Россия (банк. карта),2023-09-18 14:49:29,2023-09-18 15:00:00,1,2023-09-19 12:00:00,Официальный сайт,Номер «Студия»,2,2,0,0
3933,3933,20230309-7492-183691006,1,25080.0,11210,Банк. карта: Банк Россия (банк. карта),2023-02-13 17:27:34,2023-03-09 15:00:00,2,2023-03-11 12:00:00,Официальный сайт,Номер «Студия»,2,2,23,1
3934,3934,20230831-7491-216162619,5,135000.0,53500,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-04 17:49:05,2023-08-31 15:00:00,4,2023-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,10,3,26,3
3935,3935,20220616-7491-143725292,1,27400.0,27400,Отложенная электронная оплата: Банк Россия (банк. карта),2022-06-14 20:26:42,2022-06-16 15:00:00,2,2022-06-18 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,3,1,1
3936,3936,20230118-6634-174992921,1,53400.0,15400,Банк. карта: Банк Россия (банк. карта),2022-12-13 00:09:52,2023-01-18 15:00:00,3,2023-01-21 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,5,1,36,2
3937,3937,20231030-6634-223792789,1,27200.0,6800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-09-10 10:57:00,2023-10-30 15:00:00,4,2023-11-03 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,50,3
3938,3938,20220401-6634-130645143,1,20900.0,20900,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-29 01:09:07,2022-04-01 15:00:00,2,2022-04-03 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,3,1
3939,3939,20230712-7492-201703645,1,29600.0,14800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-29 15:34:44,2023-07-12 15:00:00,2,2023-07-14 12:00:00,Бронирование из экстранета,Номер «Стандарт»,2,2,43,1
3940,3940,20230910-6634-220097716,1,15600.0,0,При заселении,2023-08-22 15:43:51,2023-09-10 15:00:00,1,2023-09-11 12:00:00,Официальный сайт,Номер «Люкс»,4,1,18,0
3941,3941,20230903-6634-222061620,1,9600.0,9600,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-09-01 11:29:54,2023-09-03 15:00:00,1,2023-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,2,0
3942,3942,20230822-6634-219805134,1,52000.0,26000,Банк. карта: Банк Россия (банк. карта),2023-08-21 11:58:08,2023-08-22 15:00:00,2,2023-08-24 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,1,1
3943,3943,20220510-16563-136046437,1,17500.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2022-04-28 09:55:06,2022-05-10 15:00:00,1,2022-05-11 12:00:00,Бронирование из экстранета,Номер «Студия»,1,4,12,0
3944,3944,20231001-7491-224395888,1,45815.0,6290,Отложенная электронная оплата: Банк Россия (банк. карта),2023-09-13 11:19:41,2023-10-01 15:00:00,7,2023-10-08 12:00:00,Официальный сайт,Номер «Стандарт»,1,3,18,6
3945,3945,20221225-7491-172187517,1,27540.0,6715,Банк. карта: Банк Россия (банк. карта),2022-11-22 16:35:11,2022-12-25 15:00:00,4,2022-12-29 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,32,3
3946,3946,20230609-7492-191026457,2,82400.0,20600,Отложенная электронная оплата: Банк Россия (банк. карта),2023-03-30 13:08:27,2023-06-09 15:00:00,4,2023-06-13 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,71,3
3947,3947,20221111-7491-169343288,1,18800.0,9200,Банк. карта: Банк Россия (банк. карта),2022-11-03 12:30:39,2022-11-11 15:00:00,2,2022-11-13 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,8,1
3948,3948,20220812-6634-152925221,1,15700.0,15700,Банк. карта: Банк Россия (банк. карта),2022-07-30 20:19:23,2022-08-12 15:00:00,1,2022-08-13 12:00:00,Официальный сайт,Номер «Люкс»,3,1,12,0
3949,3949,20220426-7492-133504524,1,22800.0,22800,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-12 15:21:17,2022-04-26 15:00:00,2,2022-04-28 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,13,1
3950,3950,20220427-16563-130983036,1,58300.0,58300,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-30 22:34:45,2022-04-27 15:00:00,3,2022-04-30 12:00:00,Официальный сайт,Номер «Студия»,2,4,27,2
3951,3951,20220422-6634-132512695,1,11780.0,11780,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-07 12:26:29,2022-04-22 15:00:00,2,2022-04-24 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,15,1
3952,3952,20231225-7491-239459869,1,19210.0,19210,Внешняя система оплаты (С предоплатой),2023-11-30 23:58:02,2023-12-25 15:00:00,3,2023-12-28 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,3,24,2
3953,3953,20230819-7492-215747841,1,14800.0,14800,Банк. карта: Банк Россия (банк. карта),2023-08-03 00:20:40,2023-08-19 15:00:00,1,2023-08-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,16,0
3954,3954,20230901-7491-218053594,2,78200.0,28800,Банк. карта: Банк Россия (банк. карта),2023-08-13 11:51:36,2023-09-01 15:00:00,3,2023-09-04 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,19,2
3955,3955,20221030-6634-161319571,1,15010.0,15010,Отложенная электронная оплата: Банк Россия (банк. карта),2022-09-10 19:42:30,2022-10-30 15:00:00,2,2022-11-01 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,49,1
3956,3956,20230923-6634-226224095,1,12100.0,0,При заселении,2023-09-22 09:03:33,2023-09-23 15:00:00,1,2023-09-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,1,0
3957,3957,20220508-6634-136999054,1,9400.0,9400,Банк. карта: Банк Россия (банк. карта),2022-05-04 20:46:39,2022-05-08 15:00:00,1,2022-05-09 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,3,0
3958,3958,20230619-6634-194783853,1,14100.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-04-20 18:08:52,2023-06-19 15:00:00,1,2023-06-20 12:00:00,Официальный сайт,Номер «Стандарт» для маломобильных групп населения,2,1,59,0
3959,3959,20230721-7491-206536422,1,28800.0,28800,Банк. карта: Банк Россия (банк. карта),2023-06-22 15:03:20,2023-07-21 15:00:00,2,2023-07-23 12:00:00,Программа лояльности,Номер «Стандарт»,2,3,28,1
3960,3960,20220422-7491-134274234,1,21800.0,9800,Банк. карта: Банк Россия (банк. карта),2022-04-15 23:02:56,2022-04-22 15:00:00,2,2022-04-24 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,6,1
3961,3961,20221123-6634-171392869,1,4500.0,4500,Банк. карта: Банк Россия (банк. карта),2022-11-17 10:34:15,2022-11-23 15:00:00,1,2022-11-24 12:00:00,Официальный сайт,Номер «Стандарт»,1,1,6,0
3962,3962,20220527-16563-134171559,1,195400.0,142800,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-04-15 16:28:42,2022-05-27 15:00:00,8,2022-06-04 12:00:00,Официальный сайт,Номер «Студия»,2,4,41,7
3963,3963,20220319-7492-128160871,1,15960.0,15960,Банк. карта: Банк Россия (банк. карта),2022-03-13 21:12:38,2022-03-19 15:00:00,2,2022-03-21 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,5,1
3964,3964,20230320-7492-188867431,1,32130.0,10540,Банк. карта: Банк Россия (банк. карта),2023-03-18 00:56:37,2023-03-20 15:00:00,3,2023-03-23 12:00:00,Официальный сайт,Номер «Студия»,3,2,2,2
3965,3965,20230304-6634-186502976,1,13700.0,13700,Банк. карта: Банк Россия (банк. карта),2023-03-03 14:50:35,2023-03-04 15:00:00,1,2023-03-05 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,1,0
3966,3966,20231020-6634-231385861,1,15770.0,15770,Банк. карта: Банк Россия (банк. карта),2023-10-18 19:34:31,2023-10-20 15:00:00,2,2023-10-22 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,1,1
3967,3967,20220628-7491-128826674,1,15000.0,15000,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-17 18:39:08,2022-06-28 15:00:00,2,2022-06-30 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,102,1
3968,3968,20230831-7491-218283574,2,58600.0,27400,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-08-14 13:23:58,2023-08-31 15:00:00,2,2023-09-02 12:00:00,Официальный сайт,Номер «Стандарт»,5,3,17,1
3969,3969,20220401-6634-130852231,1,36100.0,36100,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-30 10:47:45,2022-04-01 15:00:00,2,2022-04-03 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,2,1,2,1
3970,3970,20230720-7491-191775131,2,58100.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-04-03 22:52:14,2023-07-20 15:00:00,2,2023-07-22 12:00:00,Официальный сайт,Номер «Стандарт»,4,3,107,1
3971,3971,20240109-6634-230309606,1,13400.0,6700,Банк. карта: Банк Россия (банк. карта),2023-10-13 08:03:01,2024-01-09 15:00:00,2,2024-01-11 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,88,1
3972,3972,20231028-6634-229603379,1,42300.0,21800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-10-09 17:04:51,2023-10-28 15:00:00,2,2023-10-30 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,18,1
3973,3973,20221102-7491-167629318,2,47400.0,22000,Банк. карта: Банк Россия (банк. карта),2022-10-22 22:05:04,2022-11-02 15:00:00,2,2022-11-04 12:00:00,Официальный сайт,Номер «Стандарт»,6,3,10,1
3974,3974,20230718-7491-209388048,1,28800.0,14400,Банк. карта: Эквайринг ComfortBooking (Банк. карта),2023-07-05 23:26:39,2023-07-18 15:00:00,2,2023-07-20 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,12,1
3975,3975,20231231-7492-233295598,1,138000.0,138000,Банк. карта: Банк Россия (банк. карта),2023-10-28 20:54:48,2023-12-31 15:00:00,2,2024-01-02 12:00:00,Официальный сайт,Номер «Студия»,4,2,63,1
3976,3976,20220313-6634-124696645,1,7500.0,0,Гарантия банковской картой,2022-02-13 16:47:05,2022-03-13 15:00:00,1,2022-03-14 12:00:00,booking.com (Booking.com),Номер «Стандарт»,2,1,27,0
3977,3977,20231029-6634-232461061,1,8800.0,8800,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-10-24 15:52:21,2023-10-29 15:00:00,1,2023-10-30 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,4,0
3978,3978,20230813-7492-187371595,1,17200.0,8600,Банк. карта: Банк Россия (банк. карта),2023-03-09 14:53:02,2023-08-13 15:00:00,2,2023-08-15 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,157,1
3979,3979,20231023-7491-230161301,1,7400.0,1,Внешняя система оплаты (С предоплатой),2023-10-12 12:49:23,2023-10-23 15:00:00,1,2023-10-24 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,3,3,11,0
3980,3980,20230217-7492-179437841,1,9600.0,9600,Внешняя система оплаты (С предоплатой),2023-01-17 21:41:35,2023-02-17 15:00:00,1,2023-02-18 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,2,2,30,0
3981,3981,20231129-6634-227745340,1,55670.0,55670,Отложенная электронная оплата: Банк Россия (банк. карта),2023-09-29 20:56:38,2023-11-29 15:00:00,2,2023-12-01 12:00:00,Официальный сайт,Коттедж с 2 спальнями,4,1,60,1
3982,3982,20220227-6634-123662602,1,15200.0,15200,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-02-05 11:53:05,2022-02-27 15:00:00,2,2022-03-01 12:00:00,Официальный сайт,Номер «Стандарт»,3,1,22,1
3983,3983,20230511-7491-192086148,1,27360.0,8170,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-04-05 15:57:56,2023-05-11 15:00:00,3,2023-05-14 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,35,2
3984,3984,20230817-7492-206328608,1,86400.0,86400,Банк. карта: Банк Россия (банк. карта),2023-06-21 16:04:30,2023-08-17 15:00:00,4,2023-08-21 12:00:00,Официальный сайт,Номер «Студия»,2,2,56,3
3985,3985,20220908-7492-156025351,1,8500.0,8500,Банк. карта: Банк Россия (банк. карта),2022-08-15 12:16:33,2022-09-08 15:00:00,1,2022-09-09 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,24,0
3986,3986,20230609-7492-198693306,1,43200.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-05-12 23:49:06,2023-06-09 15:00:00,2,2023-06-11 12:00:00,Официальный сайт,Номер «Студия»,2,2,27,1
3987,3987,20230423-7492-189639131,1,21180.0,6720,Банк. карта: Банк Россия (банк. карта),2023-03-22 14:44:26,2023-04-23 15:00:00,3,2023-04-26 12:00:00,Официальный сайт,Номер «Стандарт»,3,2,32,2
3988,3988,20220610-16563-130213726,1,55900.0,55900,Внешняя система оплаты,2022-03-26 02:30:41,2022-06-10 15:00:00,3,2022-06-13 12:00:00,Яндекс.Путешествия,Номер «Студия»,2,4,76,2
3989,3989,20220521-6634-138841778,1,18700.0,18700,Банк. карта: Банк Россия (банк. карта),2022-05-17 15:35:06,2022-05-21 15:00:00,1,2022-05-22 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,3,1,3,0
3990,3990,20230630-7491-208023325,1,14400.0,14400,Банк. карта: Банк Россия (банк. карта),2023-06-29 21:20:04,2023-06-30 15:00:00,1,2023-07-01 12:00:00,Программа лояльности,Номер «Стандарт»,3,3,0,0
3991,3991,20220729-6634-152512999,1,49200.0,24600,Банк. карта: Банк Россия (банк. карта),2022-07-28 17:56:50,2022-07-29 15:00:00,2,2022-07-31 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,0,1
3992,3992,20220416-6634-131588709,1,17300.0,17300,Банк. карта: Банк Россия (банк. карта),2022-04-02 23:56:12,2022-04-16 15:00:00,1,2022-04-17 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,4,1,13,0
3993,3993,20231228-6634-239753036,1,8800.0,0,Внешняя система оплаты (С предоплатой),2023-12-02 18:21:05,2023-12-28 15:00:00,1,2023-12-29 12:00:00,OneTwoTrip,Номер «Стандарт»,2,1,25,0
3994,3994,20230622-7492-202401000,1,14800.0,0,Внешняя система оплаты (С предоплатой),2023-06-02 00:28:28,2023-06-22 15:00:00,1,2023-06-23 12:00:00,ostrovok.ru,Номер «Стандарт»,2,2,20,0
3995,3995,20231024-6634-229627299,1,8700.0,8700,Банк. карта: Банк Россия (банк. карта),2023-10-09 18:31:29,2023-10-24 15:00:00,1,2023-10-25 12:00:00,Официальный сайт,Апартаменты с 2 спальнями с отдельным входом,2,1,14,0
3996,3996,20220625-7492-144987422,1,25400.0,12700,Банк. карта: Банк Россия (банк. карта),2022-06-21 12:17:05,2022-06-25 15:00:00,2,2022-06-27 12:00:00,Официальный сайт,Номер «Стандарт»,1,2,4,1
3997,3997,20220719-7491-148250204,1,32800.0,16400,Банк. карта: Банк Россия (банк. карта),2022-07-07 22:27:33,2022-07-20 15:00:00,2,2022-07-22 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,12,1
3998,3998,20220111-7492-119837915,1,7600.0,7600,Банк. карта: Банк Россия (банк. карта),2022-01-03 02:07:35,2022-01-11 15:00:00,1,2022-01-12 12:00:00,Официальный сайт,Номер «Стандарт»,2,2,8,0
3999,3999,20220430-7492-130467620,2,66200.0,66200,Банк. карта [Кешбэк. МИР]: Эквайринг TravelLine Pro (Банк. карта),2022-03-27 22:55:04,2022-04-30 15:00:00,3,2022-05-03 12:00:00,Официальный сайт,Номер «Стандарт»,4,2,33,2
4000,4000,20230911-7492-223815452,1,41040.0,20520,Банк. карта: Банк Россия (банк. карта),2023-09-10 13:17:06,2023-09-11 15:00:00,2,2023-09-13 12:00:00,Официальный сайт,Номер «Студия»,2,2,1,1
4001,4001,20230824-7491-217656815,1,28800.0,0,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-11 12:13:07,2023-08-24 15:00:00,2,2023-08-26 12:00:00,Официальный сайт,Номер «Стандарт»,2,3,13,1
4002,4002,20220729-6634-141026228,1,20800.0,10400,Отложенная электронная оплата: Банк Россия (банк. карта),2022-05-30 23:36:28,2022-07-29 15:00:00,2,2022-07-31 12:00:00,Официальный сайт,Номер «Стандарт»,2,1,59,1
4003,4003,20220307-7492-125854967,1,10400.0,0,Гарантия банковской картой,2022-02-22 13:38:55,2022-03-07 15:00:00,1,2022-03-08 12:00:00,booking.com,Номер «Стандарт»,2,2,13,0
4004,4004,20230902-6634-218458993,2,27800.0,27800,Отложенная электронная оплата: Банк Россия (банк. карта),2023-08-15 09:03:26,2023-09-02 15:00:00,1,2023-09-03 12:00:00,Официальный сайт,"1. Апартаменты с 2 спальнями с отдельным входом
2. Апартаменты с 2 спальнями с отдельным входом",8,1,18,0
4005,4005,20230919-7491-223501225,1,9700.0,9700,Внешняя система оплаты (С предоплатой),2023-09-08 15:09:49,2023-09-19 15:00:00,1,2023-09-20 12:00:00,Яндекс.Путешествия,Номер «Стандарт»,1,3,10,0
4006,4006,20230712-7491-199213844,1,43200.0,14400,Банк. карта: Банк Россия (банк. карта),2023-05-16 09:21:24,2023-07-12 15:00:00,3,2023-07-15 12:00:00,Официальный сайт,Номер «Стандарт»,3,3,57,2
4007,4007,20230601-6634-199332073,1,186930.0,36990,Банк. карта: Банк Россия (банк. карта),2023-05-16 17:57:47,2023-06-01 15:00:00,5,2023-06-06 12:00:00,Программа лояльности,Коттедж с 3 спальнями,6,1,15,4
4008,4008,20231118-6634-235444431,1,45500.0,45500,Система быстрых платежей: Эквайринг ComfortBooking (Система быстрых платежей),2023-11-09 12:05:07,2023-11-18 15:00:00,1,2023-11-19 12:00:00,Официальный сайт,Коттедж с 3 спальнями,5,1,9,0
